time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-24T14:09:54.480Z,63.159,-150.8752,123,3.2,ml,,,,0.55,ak,ak0223thzx1o,2022-03-25T14:17:14.399Z,"60 km SE of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-24T13:51:56.325Z,-3.3733,128.5171,53.76,4.7,mb,,56,3.753,0.97,us,us7000gwvs,2022-03-28T20:39:40.160Z,"44 km W of Amahai, Indonesia",earthquake,6.1,9.3,0.092,36,reviewed,us,us
2022-03-24T13:12:09.851Z,31.66240624,-104.3137856,6.74855957,2.7,ml,13,90,0.04268289249,0.1,tx,tx2022fuvj,2022-03-29T00:48:15.778Z,"57 km S of Whites City, New Mexico",earthquake,1.065058864,0.9630982729,0.1,9,reviewed,tx,tx
2022-03-24T12:25:19.748Z,15.4477,-94.7041,35,4.6,mb,,141,2.606,0.58,us,us7000gwvj,2022-03-24T12:45:10.040Z,"87 km S of San Francisco del Mar Viejo, Mexico",earthquake,5.3,1.9,0.04,188,reviewed,us,us
2022-03-24T12:12:46.703Z,31.58645679,-104.5667564,6.157275391,4,ml,21,83,0.09969142698,0.3,tx,tx2022futk,2022-03-25T22:48:20.473Z,"65 km NNE of Van Horn, Texas",earthquake,2.464450471,1.575147646,0.1,11,reviewed,tx,tx
2022-03-24T12:01:58.022Z,9.1604,122.6971,62.6,4.6,mb,,99,3.529,0.8,us,us7000gwvd,2022-03-24T22:09:25.416Z,"21 km WSW of Manalongon, Philippines",earthquake,7.7,7,0.073,56,reviewed,us,us
2022-03-24T11:54:01.140Z,18.5356,-69.2388,150.66,4.2,mb,,109,0.647,0.54,us,us7000gwvb,2022-03-25T09:17:20.797Z,"6 km W of Ramón Santana, Dominican Republic",earthquake,5.2,6.2,0.235,6,reviewed,us,us
2022-03-24T11:27:38.950Z,17.9911666666667,-66.8321666666667,15.44,2.59,md,20,175,,0.24,pr,pr71341793,2022-03-24T11:57:53.940Z,"1 km WSW of Indios, Puerto Rico",earthquake,0.65,0.68,0.0934361347249331,9,reviewed,pr,pr
2022-03-24T11:09:50.120Z,38.828,-122.8101667,1.55,2.49,md,80,26,0.004599,0.07,nc,nc73709601,2022-03-25T00:17:01.152Z,"7km NW of The Geysers, CA",earthquake,0.1,0.14,0.158,50,reviewed,nc,nc
2022-03-24T10:43:26.260Z,17.9363333333333,-66.9538333333333,12.88,2.55,md,8,223,,0.21,pr,pr71341773,2022-03-24T11:05:56.670Z,"6 km SW of Guánica, Puerto Rico",earthquake,1.19,0.56,0.024337471495318,4,reviewed,pr,pr
2022-03-24T10:34:32.650Z,18.035,-66.1021666666667,12.5,3.07,md,12,101,,0.39,pr,pr71341763,2022-03-25T03:45:24.384Z,"3 km N of Olimpo, Puerto Rico",earthquake,0.93,1.1,0.102946976852452,8,reviewed,pr,pr
2022-03-24T09:50:57.621Z,55.5538,-158.8212,24.1,2.7,ml,,,,0.46,ak,ak0223tf9joi,2022-03-25T05:36:13.040Z,"44 km SSE of Perryville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-24T09:42:10.537Z,41.9659,-119.5731,1.4,2.8,ml,5,154.11,0.547,0.0758,nn,nn00835978,2022-03-25T06:17:45.040Z,"49 km ENE of Fort Bidwell, California",earthquake,,4.1,0.64,4,reviewed,nn,nn
2022-03-24T09:00:57.610Z,19.1713333333333,-155.472666666667,34.91,2.79,md,54,77,,0.12,hv,hv72960722,2022-03-25T06:07:19.040Z,"3 km S of Pāhala, Hawaii",earthquake,0.43,0.58,0.0949362658819188,23,reviewed,hv,hv
2022-03-24T08:51:20.216Z,1.4735,-100.8728,10,4.7,mb,,144,16.149,0.46,us,us7000gwt6,2022-03-24T09:09:17.040Z,"Galapagos Triple Junction region",earthquake,9,1.9,0.065,71,reviewed,us,us
2022-03-24T08:09:32.988Z,-15.2037,167.5063,133.21,4.6,mb,,119,0.379,0.47,us,us7000gwt1,2022-03-24T08:26:09.040Z,"49 km ESE of Port-Olry, Vanuatu",earthquake,11.6,6.5,0.137,16,reviewed,us,us
2022-03-24T07:34:30.886Z,36.8647,141.2268,44.23,4.3,mb,,138,2.446,0.97,us,us7000gwzz,2022-03-24T21:43:48.821Z,"36 km SE of Iwaki, Japan",earthquake,9.3,8.8,0.177,9,reviewed,us,us
2022-03-24T07:28:30.967Z,-24.5374,179.1712,534.35,4.5,mb,,102,5.374,1.03,us,us7000gwsr,2022-03-24T07:49:38.040Z,"south of the Fiji Islands",earthquake,12.3,8.6,0.077,49,reviewed,us,us
2022-03-24T07:08:38.682Z,31.97479248,-102.3507765,8.485799154,2.9,ml,29,42,0.03057231909,0.2,tx,tx2022fujk,2022-03-26T00:11:11.502Z,"5 km SSE of Gardendale, Texas",earthquake,1.056180369,0.7831691669,0.2,15,reviewed,tx,tx
2022-03-24T07:03:03.449Z,36.1483,139.3103,115.36,4.5,mb,,123,0.972,1.1,us,us7000gwsk,2022-03-24T07:18:58.040Z,"6 km SSE of Fukayachō, Japan",earthquake,5.6,7.2,0.11,24,reviewed,us,us
2022-03-24T06:02:40.520Z,19.0615,-65.31,49,3.59,md,18,294,0.7545,0.46,pr,pr2022083002,2022-03-24T07:25:09.166Z,"83 km N of Culebra, Puerto Rico",earthquake,4.25,9.65,0.07,11,reviewed,pr,pr
2022-03-24T05:55:35.867Z,62.9435,-151.2631,104.8,2.9,ml,,,,0.6,ak,ak0223tcwu3z,2022-03-25T05:50:18.204Z,"55 km NNW of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-24T05:42:18.790Z,19.0245,-65.2858,66,3.68,md,14,298,0.717,0.69,pr,pr2022083001,2022-03-24T07:52:29.040Z,"79 km N of Culebra, Puerto Rico",earthquake,9.11,14.38,0.09,8,reviewed,pr,pr
2022-03-24T05:35:35.565Z,31.7181,-104.6261,5,2.8,ml,,70,0.117,0.6,us,us7000gws4,2022-03-24T05:49:51.040Z,"55 km SSW of Whites City, New Mexico",earthquake,5.9,2,0.071,54,reviewed,us,us
2022-03-24T04:34:48.212Z,31.60933161,-104.5202005,6.414355469,3.1,ml,21,83,0.06163938005,0.2,tx,tx2022fuei,2022-03-25T23:06:09.349Z,"64 km SSW of Whites City, New Mexico",earthquake,1.536417946,1.473534012,0.1,11,reviewed,tx,tx
2022-03-24T04:11:53.913Z,37.8076,141.8211,54.82,4.5,mb,,131,3.035,0.57,us,us7000gwrp,2022-03-24T22:10:32.040Z,"80 km ENE of Namie, Japan",earthquake,7.9,7.4,0.131,17,reviewed,us,us
2022-03-24T03:09:40.380Z,17.8345,-66.8835,13.71,3.04,md,26,228,,0.14,pr,pr71341698,2022-03-24T06:05:57.210Z,"Puerto Rico region",earthquake,0.52,0.31,0.246606762197237,12,reviewed,pr,pr
2022-03-24T03:05:06.069Z,18.8822,145.4552,266.78,4.3,mb,,121,14.86,0.53,us,us7000gwrc,2022-03-24T21:33:34.040Z,"Pagan region, Northern Mariana Islands",earthquake,14,8.8,0.093,33,reviewed,us,us
2022-03-24T01:45:29.520Z,17.2841,-67.7431,10,3.39,md,11,247,0.9607,0.28,pr,pr2022083000,2022-03-24T02:57:43.512Z,"96 km SW of Pole Ojea, Puerto Rico",earthquake,3.18,4.77,0.14,4,reviewed,pr,pr
2022-03-24T01:34:04.339Z,4.9756,-76.3036,95.2,4.7,mb,,100,1.432,0.44,us,us7000gwqz,2022-03-27T04:48:03.820Z,"11 km NW of San José del Palmar, Colombia",earthquake,7.6,7.3,0.082,45,reviewed,us,us
2022-03-24T00:38:26.378Z,23.4783,121.5371,21.61,5.2,mww,,68,0.236,1.09,us,us7000gwqp,2022-03-24T07:27:18.594Z,"55 km S of Hualien City, Taiwan",earthquake,4.7,4.5,0.083,14,reviewed,us,us
2022-03-24T00:38:12.078Z,23.4147,121.5575,13.22,4.2,mb,,108,0.24,0.66,us,us7000gwqn,2022-03-24T01:01:24.040Z,"62 km S of Hualien City, Taiwan",earthquake,3.7,5.9,0.124,18,reviewed,us,us
2022-03-24T00:36:22.030Z,17.2936666666667,-67.7265,14.67,3.28,md,17,265,,0.2,pr,pr71341673,2022-03-24T02:13:50.040Z,"94 km SW of Pole Ojea, Puerto Rico",earthquake,2.33,4.63,0.236421858832249,14,reviewed,pr,pr
2022-03-23T23:54:42.996Z,-0.6827,133.5166,10,4.9,mb,,87,2.557,0.73,us,us7000gwqh,2022-03-24T00:21:26.040Z,"64 km WNW of Manokwari, Indonesia",earthquake,10.5,1.9,0.075,55,reviewed,us,us
2022-03-23T23:50:51.207Z,38.8894,141.7431,76.18,4.4,mb,,141,1.968,1.3,us,us7000gwqg,2022-03-24T00:11:51.040Z,"20 km S of Ōfunato, Japan",earthquake,8.3,7.3,0.095,32,reviewed,us,us
2022-03-23T23:15:59.034Z,-23.6309,-175.2957,10,5,mb,,116,6.081,1.33,us,us7000gwqb,2022-03-23T23:45:54.040Z,"256 km S of ‘Ohonua, Tonga",earthquake,5.5,1.7,0.1,32,reviewed,us,us
2022-03-23T23:06:41.346Z,37.8983,142.1977,43.66,4.5,mb,,158,3.017,1.08,us,us7000gwq8,2022-03-23T23:30:31.040Z,"97 km SE of Ishinomaki, Japan",earthquake,6.6,8.7,0.118,21,reviewed,us,us
2022-03-23T23:00:48.590Z,17.81,-66.8748333333333,7.5,2.85,md,22,235,,0.21,pr,pr71341653,2022-03-24T00:03:27.040Z,"18 km S of Guánica, Puerto Rico",earthquake,1.03,1.58,0.243139882673127,7,reviewed,pr,pr
2022-03-23T22:53:27.808Z,26.7934,126.402,10,5.1,mww,,54,1.672,0.67,us,us7000gwq4,2022-03-23T23:08:21.040Z,"142 km WNW of Naha, Japan",earthquake,6.4,1.9,0.071,19,reviewed,us,us
2022-03-23T22:20:37.500Z,17.8045,-66.8816666666667,7.48,2.82,md,26,237,,0.19,pr,pr71341638,2022-03-23T22:47:54.830Z,"18 km S of Guánica, Puerto Rico",earthquake,0.89,1.32,0.157250342617708,14,reviewed,pr,pr
2022-03-23T21:57:00.438Z,-15.1542,167.3908,115.69,6,mww,,25,0.342,1.22,us,us7000gwpw,2022-03-25T10:51:26.113Z,"36 km ESE of Port-Olry, Vanuatu",earthquake,8.5,1,0.039,63,reviewed,us,us
2022-03-23T21:06:09.095Z,-8.5746,-80.2055,10,4.3,mb,,153,4.738,1.19,us,us7000gwpk,2022-03-23T21:23:37.040Z,"126 km WSW of Santiago de Cao, Peru",earthquake,7.1,2,0.16,11,reviewed,us,us
2022-03-23T20:47:31.107Z,-23.4785,-175.1128,10,5.5,mww,,88,6.285,1.15,us,us7000gwpf,2022-03-24T20:50:58.173Z,"238 km S of ‘Ohonua, Tonga",earthquake,9.5,1.8,0.098,10,reviewed,us,us
2022-03-23T20:45:27.933Z,23.4056,121.5514,10,4.7,mb,,72,0.234,0.56,us,us7000gwpd,2022-03-23T21:54:12.040Z,"63 km S of Hualien City, Taiwan",earthquake,2.1,1.8,0.076,53,reviewed,us,us
2022-03-23T20:07:11.905Z,14.1784,119.4106,10,4.6,mb,,105,8.989,0.43,us,us7000gwmn,2022-03-23T21:40:08.040Z,"76 km WNW of Cabra, Philippines",earthquake,9.6,1.9,0.076,55,reviewed,us,us
2022-03-23T19:40:41.684Z,18.8144,-74.1075,10,5.1,mww,,37,1.359,0.47,us,us7000gwly,2022-03-29T01:32:51.604Z,"18 km N of Jérémie, Haiti",earthquake,4,1.9,0.073,18,reviewed,us,us
2022-03-23T18:45:12.829Z,60.2258,-153.0911,148,4.7,ml,,,,0.51,ak,ak0223rx1xl8,2022-03-29T22:31:27.951Z,"67 km E of Port Alsworth, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-03-23T18:25:04.483Z,38.0473,72.6454,120.48,4.4,mb,,73,1.577,0.26,us,us7000gwkz,2022-03-23T19:35:41.040Z,"114 km ENE of Khorugh, Tajikistan",earthquake,7.3,8.4,0.105,26,reviewed,us,us
2022-03-23T18:11:23.061Z,26.8458,126.3985,10,5.2,mww,,43,1.674,0.78,us,us7000gwkw,2022-03-23T21:51:43.040Z,"145 km WNW of Naha, Japan",earthquake,7.1,1.7,0.086,13,reviewed,us,us
2022-03-23T17:10:34.254Z,41.1919,44.1258,10,4.3,mb,,58,0.921,0.54,us,us7000gwkp,2022-03-23T19:26:31.040Z,"8 km W of Metsavan, Armenia",earthquake,4.7,1.8,0.266,6,reviewed,us,us
2022-03-23T16:36:04.306Z,-24.3474,-69.685,111.72,4.2,mb,,74,0.711,0.98,us,us6000h6y7,2022-03-23T22:15:13.040Z,"105 km SE of Antofagasta, Chile",earthquake,7,11.2,0.372,2,reviewed,us,us
2022-03-23T16:29:35.301Z,1.8312,127.3232,119.69,4.9,mb,,58,1.053,0.59,us,us6000h6y6,2022-03-23T16:45:25.040Z,"77 km W of Tobelo, Indonesia",earthquake,8.2,6.6,0.074,58,reviewed,us,us
2022-03-23T16:00:02.338Z,-34.0213,-177.737,10,4.8,mb,,83,4.747,0.73,us,us6000h6y1,2022-03-23T16:19:37.040Z,"south of the Kermadec Islands",earthquake,7.1,1.9,0.121,24,reviewed,us,us
2022-03-23T15:19:53.202Z,-19.4859,-69.3216,102.44,4.2,mwr,,100,0.217,0.82,us,us6000h6xt,2022-03-23T21:56:37.040Z,"118 km NE of Iquique, Chile",earthquake,5.7,1.6,0.075,17,reviewed,us,us
2022-03-23T13:26:09.810Z,17.9053333333333,-66.8716666666667,15.1,2.69,md,15,199,,0.13,pr,pr71341618,2022-03-23T13:41:49.480Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.59,0.43,0.167883845829418,10,reviewed,pr,pr
2022-03-23T12:34:04.819Z,42.3155,-126.4907,10,2.8,ml,,273,1.88,0.45,us,us6000h6x7,2022-03-23T13:07:24.040Z,"170 km WSW of Port Orford, Oregon",earthquake,10.8,2,0.045,66,reviewed,us,us
2022-03-23T12:03:27.937Z,28.90411377,-97.99804688,11.12691243,2.6,ml,14,80,0.04562015395,0.3,tx,tx2022fsxq,2022-03-23T18:38:10.888Z,"8 km SSE of Falls City, Texas",earthquake,1.56248319,1.697474105,0,7,reviewed,tx,tx
2022-03-23T12:02:54.194Z,19.3608,122.2937,10,5.1,mb,,92,3.621,0.71,us,us6000h6x6,2022-03-23T12:50:28.052Z,"95 km N of San Vicente, Philippines",earthquake,7.9,1.9,0.06,92,reviewed,us,us
2022-03-23T11:57:30.040Z,-22.8997,172.4234,10,5.2,mb,,123,4.602,1.23,us,us6000h6x2,2022-03-23T12:49:20.039Z,"southeast of the Loyalty Islands",earthquake,9.2,1.9,0.115,25,reviewed,us,us
2022-03-23T11:27:43.518Z,43.9578,147.9559,46.54,4.4,mb,,182,3.87,0.54,us,us6000h6x0,2022-03-23T13:01:31.040Z,"100 km E of Shikotan, Russia",earthquake,9,7.8,0.127,18,reviewed,us,us
2022-03-23T11:11:00.046Z,37.7706,141.6324,55.51,4.5,mb,,137,2.997,0.58,us,us6000h6wv,2022-03-23T12:49:26.040Z,"64 km ENE of Namie, Japan",earthquake,9.6,8.3,0.15,13,reviewed,us,us
2022-03-23T11:01:35.110Z,18.9355,-64.0881,29,3.83,md,15,338,1.3455,0.31,pr,pr2022082000,2022-03-23T11:49:44.503Z,"100 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,2.83,21.38,0.04,9,reviewed,pr,pr
2022-03-23T10:10:39.638Z,-0.7382,133.5457,25.85,5.2,mb,,81,2.524,0.66,us,us6000h6wg,2022-03-23T10:29:37.040Z,"59 km WNW of Manokwari, Indonesia",earthquake,8,3.8,0.075,59,reviewed,us,us
2022-03-23T09:56:36.520Z,40.1353333,-123.8245,22.86,2.79,md,30,65,0.03978,0.11,nc,nc73709221,2022-03-23T17:56:17.352Z,"2km N of Redway, CA",earthquake,0.28,0.24,0.174,40,reviewed,nc,nc
2022-03-23T09:18:58.488Z,23.3099,121.5048,7.12,4.5,mb,,97,0.207,0.63,us,us6000h6wb,2022-03-23T12:34:54.040Z,"74 km S of Hualien City, Taiwan",earthquake,2.4,5.3,0.15,13,reviewed,us,us
2022-03-23T08:26:44.031Z,-23.5729,-66.8168,226.54,4.4,mb,,120,1.396,0.46,us,us6000h6w7,2022-03-23T08:48:16.040Z,"87 km NW of San Antonio de los Cobres, Argentina",earthquake,12,8.9,0.219,6,reviewed,us,us
2022-03-23T07:17:09.950Z,19.3245,-155.116666666667,6.24,2.47,ml,50,142,,0.12,hv,hv72959742,2022-03-23T22:23:45.170Z,"15 km S of Fern Forest, Hawaii",earthquake,0.35,0.43,0.125349108806523,23,reviewed,hv,hv
2022-03-23T05:58:48.220Z,17.9518333333333,-66.949,10.21,2.75,md,26,182,,0.15,pr,pr71341563,2022-03-23T18:41:32.027Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.38,0.42,0.17794218339425,13,reviewed,pr,pr
2022-03-23T04:39:45.068Z,51.9452,178.1949,9.13,2.5,ml,,314,0.195,0.41,us,us7000gwrf,2022-03-27T23:55:51.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.6,6,0.148,6,reviewed,us,us
2022-03-23T04:37:22.576Z,26.8651,126.5052,10,4.8,mww,,75,1.579,0.49,us,us6000h6vm,2022-03-23T21:17:17.040Z,"137 km WNW of Naha, Japan",earthquake,7.7,1.9,0.098,10,reviewed,us,us
2022-03-23T04:09:03.341Z,37.7412,141.7435,50.29,4.2,mwr,,102,3.067,0.72,us,us6000h6vf,2022-03-23T21:01:48.040Z,"71 km ENE of Namie, Japan",earthquake,8.3,6.7,0.093,11,reviewed,us,us
2022-03-23T04:08:23.587Z,16.5503,-90.7725,10,4.3,mb,,99,1.336,0.51,us,us6000h6vc,2022-03-23T20:31:41.040Z,"13 km WNW of Benemérito de las Américas, Mexico",earthquake,7.2,2,0.063,72,reviewed,us,us
2022-03-23T03:30:09.298Z,-20.1759,-69.2417,88.87,4.2,mb,,122,0.089,0.51,us,us6000h6v8,2022-03-23T20:20:56.049Z,"95 km E of Iquique, Chile",earthquake,6.5,5.1,0.159,11,reviewed,us,us
2022-03-23T03:14:11.519Z,-26.8153,-176.4269,35,4.4,mb,,99,2.771,0.92,us,us7000gy3l,2022-03-30T00:48:24.040Z,"south of the Fiji Islands",earthquake,11.9,2,0.203,9,reviewed,us,us
2022-03-23T03:10:49.101Z,-24.8675,-175.0019,10,4.5,mb,,102,5.091,0.56,us,us7000gy4g,2022-03-30T00:17:29.040Z,"south of Tonga",earthquake,6,1.9,0.18,13,reviewed,us,us
2022-03-23T03:09:01.555Z,-27.1814,-175.82,10,4.5,mb,,189,2.78,0.94,us,us7000gy39,2022-03-30T00:01:53.040Z,"Kermadec Islands region",earthquake,8.3,1.9,0.164,11,reviewed,us,us
2022-03-23T02:41:32.283Z,53.1608,-173.8056,224.09,3.1,ml,,170,0.831,0.33,us,us6000h6vk,2022-03-25T04:23:16.040Z,"110 km NNE of Atka, Alaska",earthquake,11.3,15,0.097,14,reviewed,us,us
2022-03-23T01:58:44.750Z,34.291,-118.4318333,7.47,2.61,ml,97,26,0.04028,0.22,ci,ci39974975,2022-03-25T04:30:25.040Z,"1km ENE of San Fernando, CA",earthquake,0.12,0.3,0.19,27,reviewed,ci,ci
2022-03-23T01:55:54.199Z,23.385,121.5934,10,4.5,mb,,98,0.272,0.77,us,us6000h6v1,2022-03-23T05:27:33.118Z,"65 km S of Hualien City, Taiwan",earthquake,2.5,1.5,0.135,16,reviewed,us,us
2022-03-23T01:54:31.081Z,-14.1429,-14.2239,10,5.1,mb,,53,6.173,0.56,us,us6000h6v0,2022-03-23T02:16:03.040Z,"southern Mid-Atlantic Ridge",earthquake,8.6,1.8,0.058,98,reviewed,us,us
2022-03-23T01:41:58.980Z,17.9681666666667,-66.9615,10.8,2.46,md,14,187,,0.19,pr,pr71341513,2022-03-23T03:20:54.280Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.49,0.72,0.170535164758914,8,reviewed,pr,pr
2022-03-23T01:30:56.946Z,34.9809,143.0419,10,4.3,mb,,207,3.262,0.95,us,us7000gy37,2022-03-29T23:38:20.040Z,"off the east coast of Honshu, Japan",earthquake,10.9,2,0.267,4,reviewed,us,us
2022-03-23T01:29:17.334Z,35.6742,75.2714,10,4,mb,,90,2.607,1.3,us,us6000h6uv,2022-03-23T01:49:58.040Z,"53 km NW of Skardu, Pakistan",earthquake,8.2,1.9,0.156,11,reviewed,us,us
